recipe,title_length,recipe_length,ingredients_length,recipe_freq_word,number_of_ingredient,class
Brochettes de coquilles St-Jacques,4,124,47,noix,15,Plat principal
Fondue du Gaucho,3,51,30,viande,9,Plat principal
Gratin de courgettes au thon,5,58,26,béchamel,8,Plat principal
Semoule de ma grand-mère,4,49,23,semoule,7,Dessert
Fricadels,1,41,22,ajouter,8,Plat principal
Crème de cresson aux noix de saint jaques,8,54,21,cresson,7,Entrée
Glace caramelos,2,23,21,mettre,6,Dessert
Filets de sole bonne femme,5,48,28,filet,10,Plat principal
Tourte au saumon et aux légumes,6,59,33,légume,11,Plat principal
Salade exotique aux poivrons,4,29,32,feuille,9,Entrée
"Salade d'oranges, figues et raisins aux noix",7,39,14,orange,8,Dessert
Purée de haricots blancs et thon à la provençale,9,89,34,thon,11,Plat principal
Poulet frit façon many,4,66,32,morceau,9,Plat principal
Tarte sucrée au potiron et à la cannelle,8,51,46,degré,11,Dessert
"Pâtes aux haricots rouges, à la tomate et aux olives",10,68,36,haricot,11,Plat principal
Mousse vanillée aux abricots,4,75,15,ajouter,6,Dessert
Escalope de veau à l'oseille,5,59,45,oseille,13,Plat principal
Mousse de vanille au coulis de framboises,7,46,23,blanc,7,Dessert
Terrine de légumes (5ème rencontre),5,96,31,crème,9,Entrée
Lapin aux pruneaux à la manière de ma grand-mère,9,46,32,ajouter,10,Plat principal
Velouté au concentré de tomate,5,61,32,ajouter,11,Entrée
Salade d'oranges aux olives,4,36,13,tranche,10,Entrée
Tarte aux fruits et au fromage blanc préparée de A à Z,12,76,48,fromage,15,Dessert
Gâteau à la mousse au chocolat et aux petits-beurre,9,54,14,chocolat,6,Dessert
Soupe chinoise végétarienne,3,52,25,ajouter,10,Entrée
Dulce de leche glacé,4,63,21,lait,5,Dessert
Poulet aux lardons et aux olives,6,64,40,ajouter,10,Plat principal
Gratin de fruits de mer (crabe et crevette),8,89,39,pomme,11,Plat principal
Salade de thon crémeuse,4,23,41,mélanger,11,Plat principal
Poulet au cidre,3,45,20,poulet,8,Plat principal
Tourte au yaourt super rapide,5,50,18,bien,8,Entrée
Tartine de fromage de chèvre frais,6,27,18,fromage,6,Entrée
Cuchaule,1,52,26,safran,9,Dessert
Avocats aux crevettes et leur sauce relevée,7,22,20,avocat,9,Entrée
Tarte fondante au chocolat et noix,6,53,25,four,8,Dessert
TARTE AU CHAVIGNOL,3,65,18,tarte,8,Entrée
Rouelle de veau bretonne,4,98,33,ajouter,10,Plat principal
Escalopes de dinde à la banane,6,31,15,faire,6,Plat principal
Crumble saumons-poireaux,2,105,44,saumon,13,Plat principal
Tarte au sucre au beurre salé,6,73,22,mélanger,8,Dessert
Cake aux figues et au jambon de parme,8,55,34,cake,11,Entrée
Cookies aux pépites de chocolats noir et blanc,8,102,32,pâte,9,Dessert
Tartines montagnardes,2,72,19,oignon,6,Plat principal
Calamars au lait de coco,5,61,38,épice,10,Plat principal
Andouillette au whisky,3,50,15,andouillette,6,Plat principal
Délice aux petits pois et aux oeufs,7,53,22,oeuf,5,Plat principal
Cupcakes noix - café,4,92,43,oeuf,13,Dessert
Charlotte aux pêches rapide,4,60,14,moule,5,Dessert
Tarte de polenta aux figues et aux raisins,8,46,17,ajouter,7,Dessert
Dessert à la ricorée,4,36,9,saladier,5,Dessert
Kapama d'agneau (plat traditionnel bosniaque),5,78,32,viande,9,Plat principal
Compote chaude d'hiver,3,87,32,fruit,11,Dessert
Gâteau aux carottes et amandes,5,58,41,sucre,12,Dessert
Ma soupe de grand-mère,4,95,19,oignon,9,Plat principal
"Canneloni ricotta, mozzarella, aubergine et viande",6,139,50,faire,15,Plat principal
Gratin de carottes et potimarron,5,94,27,potimarron,10,Plat principal
Daurade comme à Saint-Clair,4,94,17,huiler,7,Plat principal
GRATIN DE CREVETTES ROSES A LA TRUFFE,7,72,39,crevette,12,Entrée
Tarte au sucre crémeuse (Québec),5,65,28,tarte,8,Dessert
Tarte amandine au pamplemousse,4,73,18,pamplemousse,7,Dessert
Quinoa indien,2,31,34,cuir,11,Plat principal
Gâteau Marguerite,2,45,20,refroidir,8,Dessert
Ragout de sanglier à la kriek,6,46,29,ajouter,9,Plat principal
Raïta de concombre améliorée,4,28,38,sec,11,Entrée
Saucisse grillée très légère,4,53,9,saucisse,4,Plat principal
Omelette aux deux chocolats,4,74,33,blanc,12,Dessert
Merlan et tomate en papillote,5,64,16,découper,6,Plat principal
Salade de thon comme à l'Ile Maurice.,7,31,36,oignon,8,Entrée
Poulet Basquaise,2,43,29,poulet,12,Plat principal
Tourte savoyarde,2,90,21,mettre,7,Plat principal
Fleurs de courgettes farcies au riz et au jambon,9,29,22,fleur,6,Plat principal
"Gâteau au yaourt pomme, citron, miel",6,34,27,four,10,Dessert
Gratin de spaghettis au jambon et à la ricotta,9,86,32,spaghetti,12,Plat principal
Roulade de porc(ou dinde) aux fanes de radis,8,157,50,radis,12,Plat principal
Tarte citron - coco,4,152,54,crème,17,Dessert
Escalopes de foie gras aux mangues,6,25,10,mangue,4,Entrée
Canard farci à la solognote,5,91,36,canard,15,Plat principal
Sorbet à la fraise,4,33,17,sucre,6,Dessert
Tomates farcies surprises,3,81,20,tomate,8,Plat principal
Potage au thym et à l'ail,6,38,29,2,11,Entrée
Filets de porc au citron,5,57,43,filet,11,Plat principal
Pétoncles à la crème de coco et coriandre fraîche,9,59,32,riz,8,Plat principal
Ensaladilla (Tapas espagnol),3,73,25,2,8,Entrée
Le petit salé Montmartrois,4,177,72,bon,13,Plat principal
Flan thon ratatouille express,4,38,12,ajouter,5,Entrée
Croque-monsieurs au chorizo,3,26,18,pain,9,Plat principal
Moules au safran en ramequin,5,89,23,moule,10,Entrée
Pancake coco,2,43,31,mélanger,10,Dessert
Tiramisu d'automne aux pommes,4,117,47,pomme,16,Dessert
Gâteau ananas-noix de coco facile,5,35,22,garnir,6,Dessert
Pogne de Mamie,3,102,44,torchon,14,Dessert
Pâté aux pommes de terre (Bourbonnais),6,59,18,pomme,6,Entrée
Noix de Saint-Jacques à la provençale,6,55,27,noix,10,Plat principal
Florentins avec glucose,3,38,27,cuir,9,Dessert
Aile de raie au four (light),6,42,22,four,6,Plat principal
Gâteau de pain aux raisins secs,6,66,20,pain,7,Dessert
Recette de Porc à la bière toute simple et pas chère,11,76,33,1,10,Plat principal
Roulés de céleri au jambon gratinés,6,65,27,four,9,Plat principal
Côtes de porc au poivre et au chou,8,95,37,gramme,10,Plat principal
"Anchoïade aux olives, thon et câpres",6,23,18,olive,6,Entrée
Tartines d'oeufs brouillés aux lardons,5,35,18,faire,7,Plat principal
Porc au citron,3,29,29,ajouter,7,Plat principal
Soupe de pois paysanne,4,54,47,jambon,13,Entrée
Gambas grillées au four : Demoiselles de Neuvic,8,76,18,huile,8,Plat principal
"Tarte au chocolat blanc et chocolat noir, fondante et craquante",10,99,49,chocolat,13,Dessert
Jambon gratiné à la béchamel,5,103,20,farine,7,Plat principal
Les cailles à l'orange de Tata Yoyo,7,164,47,d,11,Plat principal
Rôti de veau froid et ses herbes,7,91,62,ajouter,20,Plat principal
Millias girondin,2,39,16,lait,6,Dessert
Soupe de concombre,3,17,13,cube,4,Entrée
Tarte tatin rhubarbe banane meringuée,5,87,29,faire,8,Dessert
Thon rôti à l'ail,4,41,15,ail,6,Plat principal
Gambas au citron confit,4,30,22,faire,10,Plat principal
Joues de porc mijotées aux légumes,6,47,33,ajouter,12,Plat principal
Pâtes à la ricotta et aux herbes,7,41,25,herbe,7,Plat principal
"Verrine avocat, crevette, artichaut",4,69,42,ajouter,11,Entrée
Poire amandine au chocolat,4,56,19,poire,6,Dessert
Tiramisu à la crème de marrons,6,47,23,mascarpone,7,Dessert
Gratin de pâtes aux légumes grillés,6,112,58,pâte,15,Plat principal
"Canard au calvados, cidre et pommes",6,97,36,canette,11,Plat principal
Cailles à la moutarde et au miel,7,71,16,plat,6,Plat principal
Délicieuse tarte aux noix,4,92,27,moule,9,Dessert
Verrines de crème légère aux fruits,6,62,30,fruit,7,Dessert
Brochettes de St Jacques Gratinées,5,34,19,bacon,6,Plat principal
Verrines de légumes,3,76,28,réserver,10,Entrée
Brownie aux noisettes entières (rapide),5,91,18,bien,6,Dessert
Aumonières aux pommes et au pain d'épices,7,65,26,aumonière,8,Dessert
"Parpardelles sautées aux légumes, saint-Daniel",5,82,43,poivron,15,Plat principal
Mousse fraîcheur aux litchis,4,126,26,litchi,7,Dessert
Friand au deux chocolats,4,43,18,rectangle,6,Dessert
Mousse de mascarpone kiwi et ananas,6,67,25,fruit,10,Dessert
Pain d'épices (recette du Moyen-Age),5,51,45,mélanger,12,Dessert
Salade mechouia (Tunisie),3,18,26,olive,8,Entrée
Feuilletés de noix de st jacques,6,89,32,noix,11,Plat principal
"Tiramisu banane café, génoise au chocolat",6,158,43,génoise,14,Dessert
Risotto à la dinde et aux poivrons,7,52,33,ajouter,12,Plat principal
Flan de julienne de légumes,5,34,20,légume,7,Plat principal
Nuggets maison,2,62,18,bien,6,Plat principal
Poireaux panés,2,38,12,poireau,8,Plat principal
Biscuit savoureux aux amandes,4,97,34,blanc,9,Dessert
"Quiche aux lardons, courgettes et poivrons",6,61,24,courgette,11,Plat principal
Sauté de veau à la Corse,6,121,44,ajouter,12,Plat principal
Lasagnes à la carbonara,4,104,32,mettre,12,Plat principal
Ragoût de porc au curry,5,49,21,faire,8,Plat principal
Quatre-quarts aromatisé au thé à la violette,7,83,43,thé,12,Dessert
Tarte cannelle-gingembre,2,96,54,lait,15,Dessert
Risotto aux carrelets,3,56,25,poisson,7,Plat principal
Basquaise au chorizo,3,96,43,faire,14,Plat principal
"Tarte aux poireaux, saumon fumé et chèvre",7,110,32,saumon,11,Entrée
Lasagnes à la bolognaise au micro-ondes,6,74,20,béchamel,8,Plat principal
Tarte aux oignons à la Schaffhousoise,6,85,32,pâte,10,Plat principal
Combiné poire : gâteau craquant et sorbet,7,112,32,poire,8,Dessert
Velouté de chou fleur à la moutarde et ses canapés de saumon fumé,13,42,42,cocotte,16,Plat principal
Banana Split aux Carambars,4,57,33,caramel,11,Dessert
Riz au lait à ma façon,6,120,21,riz,6,Dessert
Panacotta à la poire,4,57,16,crème,5,Dessert
Le bourguignon de mon papa!,5,129,43,ajouter,14,Plat principal
Filet de porc du dimanche (Suisse),6,79,27,plat,10,Plat principal
Émincé de volaille balsamique (rencontre franco suisse),7,52,30,rajouter,10,Plat principal
Tanjia (épaule d'agneau confite),4,87,31,heure,9,Plat principal
Munster suprême,2,49,8,carotte,4,Plat principal
Tatin Catalane,2,95,44,moule,11,Entrée
Pavés de rumsteck sauce café,5,53,33,café,9,Plat principal
Salade tiède au lard de ma grand-mére,7,46,22,cuir,7,Plat principal
Délicieux gâteau aux cerises,4,129,43,mélange,12,Dessert
Clafoutis aux kiwis,3,68,24,kiwi,9,Dessert
Poulet coco et ananas de Mamz'elle Amélie,7,55,29,poivron,12,Plat principal
Tian d'aubergines et poivrons,4,87,19,four,9,Plat principal
Figues rôties à la brousse,5,51,12,figue,5,Dessert
Ananas glacé,2,59,22,moule,5,Dessert
Maquereaux grillés ail et fines herbes,6,68,19,poisson,7,Plat principal
Quatre-quart sans gluten,3,83,31,ajouter,9,Dessert
Condoeuvre (tarte rhubarbe ou groseilles à maqueraux),7,140,33,tarte,13,Dessert
Cuisses de lapin farcies au cerfeuil,6,58,21,cerfeuil,8,Plat principal
Crumble aux poires magique,4,67,20,poire,6,Dessert
Thon mijoté aux légumes,4,87,37,fait,12,Plat principal
Navarin d'agneau,2,116,68,faire,15,Plat principal
Tourte au canard et aux champignons,6,60,31,min,10,Entrée
Flan au fromage blanc,4,34,21,four,7,Dessert
Crème brûlée aux marrons,4,76,31,crème,9,Dessert
Taboulé de poivrons confits,4,62,42,ajouter,13,Plat principal
Clafoutis délicieux aux poires et aux amandes,7,67,38,amande,12,Dessert
Barfi (gâteaux indiens),3,77,21,faire,7,Dessert
Fava (dip grec de pois cassés jaunes),7,56,43,ajouter,10,Entrée
Millasson (facile),2,23,25,faire,7,Dessert
Gratin-soufflé de chou-fleur,3,54,12,faire,7,Plat principal
Cake de légumes froid,4,53,33,préparation,11,Entrée
Pommes de terre farcie chili con carne,7,56,30,minute,10,Plat principal
Coquilles à la bourgeoise,4,112,29,coquille,11,Entrée
Cake aux lardons et parmesan,5,122,42,saladier,11,Entrée
Tarte au chocolat et aux airelles,6,52,21,chocolat,7,Dessert
Meli melo de crevettes,4,82,24,couper,12,Entrée
Curry de poisson et gambas aux petits légumes,8,88,38,couper,13,Plat principal
Bûche de Noël légère aux marrons,6,102,45,biscuit,14,Dessert
Crumble à l'abricot a la pointe de miel et son lit de caramel,13,59,24,caramel,8,Dessert
Cake coco gingembre,3,59,37,bien,11,Dessert
Fruits à la meringue et au chocolat,7,32,14,faire,6,Dessert
Oeufs au nid (oeufs dans un 'nid' de viande),9,50,32,faire,11,Plat principal
Poulet aux mangues et noix de cajou,7,72,48,mangue,12,Plat principal
Pêches aux amaretti,3,51,25,four,7,Dessert
Tarte aux fruits rouges à la chantilly,7,46,26,faire,8,Dessert
Rougaille de saucisses facon malgache,5,72,29,faire,8,Plat principal
La  furdines,2,17,17,laver,8,Entrée
Gâteau à la banane et à la chantilly,8,161,48,obtenir,17,Dessert
Pâtes au thon et au poivron,6,57,33,pâte,9,Plat principal
Chou-rave pomme coco,3,55,42,ajouter,13,Plat principal
Tarte tatin façon Arlésienne (légumes et tomates confites),8,134,46,tarte,15,Plat principal
Salade de mâche forestière,4,62,41,vinaigrette,15,Plat principal
Fraises au vin rouge au poivre,6,37,24,vin,8,Dessert
Poires pochées au thé et aux épices,7,73,24,sirop,9,Dessert
Quiche aux tomates et jambon fumé,6,84,28,tomate,10,Entrée
"Marmite dieppoise (baudroie, turbot, sole, St-Jacques, moules)",7,111,52,poisson,19,Plat principal
Pintadeaux au cognac et poivre rose,6,118,45,carotte,16,Plat principal
"Quiche chou fleur, lardons, oignons",5,46,26,faire,10,Plat principal
Pâte à crepes à ma façon !,7,22,40,mélangez,10,Entrée
Filet mignon de porc à la tapenade,7,85,29,filet,9,Plat principal
Tarte rapide maison,3,74,31,légume,12,Plat principal
Cake méditerranéen et sauce épicée au yaourt,7,78,57,four,18,Entrée
Carapomme ( entremets pomme-caramel au Calvados ),7,196,46,pomme,13,Dessert
Crevettes sautées express,3,40,22,crevette,6,Plat principal
Gâteau gourmand au nutella (micro-ondes),5,59,17,cuillère,6,Dessert
Oeuf sur le plat amélioré,5,67,32,remuer,13,Plat principal
La pâte à crêpe de ma grand-mère Sidonie,8,304,42,crêpe,8,Dessert
Pasta aux gambas flambées au cognac,6,61,36,pâte,12,Plat principal
Roulé de jambon surprise,4,51,22,tranche,7,Plat principal
Poires pochées au Lillet,4,74,23,poire,8,Dessert
Charlotte aux poires,3,68,20,couche,6,Dessert
Soupe orange de Maya,4,39,24,légume,7,Entrée
Crépinettes au porto,3,46,24,oignon,8,Plat principal
Coques au citron,3,69,23,temps,9,Plat principal
Verrine au pitaya,3,32,12,blanc,4,Dessert
Blancs de volailles aux trompettes de la mort,8,60,20,champignon,7,Plat principal
Boulettes de viande à la russe,6,56,31,ajouter,11,Plat principal
Gâteau Normand Micro-Ondes,3,65,30,minute,10,Dessert
Magrets de canard  dans sa sauce de vinaigre balsamique et figues,11,78,20,magret,5,Entrée
Tarte amandine aux kiwis,4,58,38,sucre,9,Dessert
Brownies on the rocks,4,72,18,moule,5,Dessert
Pain traditionnel,2,90,18,eau,5,Entrée
Risotto aux cèpes (Italie),4,70,39,risotto,6,Plat principal
La Mandorlata (recette italienne),4,52,29,poivron,8,Entrée
Escalope de poulet aux legumes d'hiver,6,98,49,couper,16,Plat principal
Tarte briochée à la cassonade,5,95,34,pâte,13,Dessert
Feta chaude aux poivrons (Grèce),5,70,20,four,7,Entrée
Mezze maniche aux courgettes,4,77,45,pâte,12,Plat principal
Omelette aux pommes de terre et lardons,7,58,14,2,6,Plat principal
Médaillons mignons au cognac minute,5,60,14,feu,5,Plat principal
Gratin de pâtes au jambon et au lard,8,161,39,lardon,8,Plat principal
Soupe gratinée,2,53,25,couche,8,Plat principal
Soupe à l'orange,3,43,14,orange,6,Dessert
Sorbet facile tout fruit,4,58,10,fruit,4,Dessert
Omelette aux tomates et aux herbes fraîches,7,46,21,couper,7,Plat principal
Entremets chocolat guimauve,3,73,18,chocolat,7,Dessert
Oum Ali (pudding oriental),4,44,33,mettre,10,Dessert
Tarte aux tomates et comté,5,47,18,couper,6,Entrée
Poulet alsacien,2,41,18,poulet,7,Plat principal
Poulet sauté au soja et carottes,6,49,16,légume,5,Plat principal
Mijoté morue-pommes de terre,4,103,46,terre,9,Plat principal
Papillotes de poulet,3,53,16,courgette,8,Plat principal
Poulet à la cannelle,4,55,48,poulet,15,Plat principal
Pot-au-feu de magret de canard,5,119,39,magret,11,Plat principal
Gratin de cabillaud au basilic diététique,6,47,29,min,9,Plat principal
Rôti de porc au reblochon,5,50,17,tranche,6,Plat principal
Biscuits roses aux fruits exotiques,5,65,20,2,7,Dessert
Soupe de poulet d'anatolie centrale,5,71,34,ajouter,13,Entrée
Pavés de saumon sauce crevettes,5,40,31,faire,10,Plat principal
Poulet au curry à la Kéralaise,6,78,42,morceau,13,Plat principal
Mousse et granité au Bailey's,5,95,21,cl,6,Dessert
Salade de papayes vertes (Tahiti),5,31,10,papaye,5,Entrée
Poule au champagne,3,77,30,ajouter,10,Plat principal
Roulés de filets de soles au safran,7,104,40,ajouter,9,Plat principal
Tzatziki (Grèce),2,29,23,mettre,7,Entrée
Poires au roquefort,3,32,18,crème,5,Entrée
Escalope de poulet en papillote à la façon de Angel,10,97,29,légume,13,Plat principal
Pain de filets de dinde,5,51,27,dinde,9,Entrée
Poulet mariné au citron et à la crème,8,95,22,feu,8,Plat principal
Vitello tonnato,2,62,35,oignon,12,Plat principal
"Pennes au poulet, tomates séchées et pignons",7,54,32,tomate,9,Plat principal
Curry pilaf au rice cooker,5,34,26,mélanger,10,Plat principal
Sauté de porc miel citron,5,68,24,viande,8,Plat principal
Carottes râpées au sésame,4,39,20,carotte,6,Entrée
Lotte flambée armagnac à la pointe de vanille,8,108,33,feu,10,Plat principal
Champignons à la grecque rapide,5,15,31,mettre,7,Entrée
Penne aux asperges,3,70,46,faire,11,Plat principal
Simple gratin d'endives au gruyère,5,57,18,four,7,Plat principal
"Spaghetti aux sardines, courgettes et piment",6,43,25,courgette,8,Plat principal
Cannellonis ricotta épinards,3,108,49,faites,15,Entrée
Pamplemousse farcis aux crudités,4,33,19,pamplemousse,6,Entrée
"Tomates farcies aux oeufs, au surimi et au curry",9,42,18,oeuf,6,Entrée
Caldo valiente (Andalousie),3,28,28,ajouter,11,Entrée
Côte de porc à la sauce tomate,7,78,20,côte,7,Plat principal
Queue de lotte aux petits légumes au wok,8,60,20,temps,10,Plat principal
Salade fraîcheur : poivron - mozzarella - jambon - melon,10,44,21,servir,8,Entrée
Cake aux pommes et poires moelleux,6,53,23,gramme,9,Dessert
Oeufs durs farcis à la crème et aux herbes,9,46,27,150,10,Entrée
Clémentines flambées au rhum,4,37,8,clémentine,4,Dessert
Génoise à garnir,3,43,15,faire,6,Dessert
Cassoulet d'ailleurs,2,80,37,ajouter,8,Plat principal
Verrine de mousse au citron et son coulis,8,94,37,citron,13,Dessert
Muffins à la rose et au chocolat blanc,8,88,44,ensuite,14,Dessert
Boeuf à la bière de Jenlain (Nord / Pas-de-Calais),9,86,34,viande,14,Plat principal
Pizza au jambon de parme (Bayonne) et au chèvre,9,83,31,pâte,8,Plat principal
Gâteau chocolat  noix de coco,5,39,26,mélanger,9,Dessert
Omelette aux girolles et lardons,5,56,20,champignon,8,Plat principal
"Cookies aux 3 chocolats, noix et cannelle",7,55,45,ajouter,12,Dessert
